Hotel Name,Content,Rating,Date of stay,
V Hotel Bencoolen,Very good location : near from MRT / Bus station and Orchard Road. Friendly staff & Good service. Valuable price in centre of city. The check in time is ealier than I expected and very appreciated! I’ll come back again next time.,10,Jun-19,
V Hotel Bencoolen,"I stayed at V Hotel Bencoolen for my honeymoon. The location is great, with the Bencoolen MRT station just steps away. This is so convenient. The check in process was quick and the staff were friendly and courteous. I really enjoyed my stay here and would highly recommend it to others.",10,Jun-19,
V Hotel Bencoolen,The rooms are very small.... And there should be a microwave in the room to warm the food if the hotel doesn't have a In house kitchen.... The benefit is that the hotel is just next to bencoolen MRT Station..,6,Jun-19,
V Hotel Bencoolen,"I stayed 4 days , very friendly staff, special thanks to Henry the luggage boy, excellent service!! Front desk staff very friendly n check in us fast. I will stay here next trip if come to Singapore...",10,Sep-19,
V Hotel Bencoolen,"I checked I late after a long flight and in need of a good night’s sleep. Alas this could not have been further from what I experienced. The walls of the hotel rooms are paper thin so all I could hear all night was doors slamming, people talking, coughing, arguing, shouting and the TV from other rooms. This went on late into the night/ early morning. I was awoken by more of the same. In Singapore for business I made the decision to check out and move to another hotel. After an initial reluctance, the next 2 nights of my planned stay was refunded.  Ok if you are in Singapore to party, but not if you are there to work and need sleep. ",4,Sep-19,
V Hotel Bencoolen,This hotel amazing and good service .  From gso henry tk care of us n excelent service on front desk i wil be stay when i cm singapore agin love tis hot el i like.....n invit my friend to cm n stay close to  centra n shopping mall....,10,Sep-19,
V Hotel Bencoolen,I really liked this place the front desk was extremely helpful and extremely kind. The hotel was right next to the station and so it was very convenient. There was no issue finding the place and i will come again. Highly recommended!,10,Sep-22,
V Hotel Bencoolen,The staffs here is really friendly! Always ready to serve us even though I have many many questions to ask. But they are so patient with me and my family. I will always choose v hotel bencoolen as my stay whenever I come back singapore,10,Sep-22,
V Hotel Bencoolen,Used to stay here during malaysia mci period Love the staff here especialy the frontoffice colleagues Finally get to return as a staycation guests with my partner Love the outdoor pool and my fav choice as always,10,Sep-22,
V Hotel Bencoolen,"Check in is rather smooth with staff Jason, friendly and knowledgeable. Know all directions and willing to guide us through the maps. Everything we need is nearby the hotel. Great location and great service",10,Sep-22,
V Hotel Bencoolen,Check in was easy with Miss Philomena assisting me. I came in very early and was granted an early check in with an upgrade. Very nice location very thankful for the value for money. I thought I booked with breakfast it’s at additional $13 per person. Recommend.,10,Sep-22,
V Hotel Bencoolen,Stayed in their balcony room  Room was small but good for 2 person Their rooms were on same level as the swimming pool Rates were high they mentioned due to some onhoing event Overall good stay and will return,10,Sep-22,
V Hotel Bencoolen,Had a late flight and staff were kind to offer me late checkout till 5pm Rooms were small but nice Pool at level 3 and wifi connection was strong We were allowed a checkin at 1230pm With payment upon check in,10,Sep-22,
V Hotel Bencoolen,"First af all, This Hotel is very recommended. Because the location is the best.  Closed to the mrt station (Bencoolen) and others station (brass basah, bugis and dhoby gaut ). Walking distance in Some Museums.  I come at around 10am and I can early check in and they upgrade my room. And my room was not including breakfast but they give me a breakfast coupon for two people.  The breakfast it self do not have some choices but the taste is very good.  I like the hospitality of this hotel. Will be back and stay here again for sure. ",10,Sep-22,
V Hotel Bencoolen,"V hotel on bencoolen is awesome, the location is very startegic, no hustle, near MRT station and the hospitality was very wonderful. Staff was really friendly. Assisted by Jason from the front office.",10,Sep-22,
V Hotel Bencoolen,V hotel bencoolen is one of the best hotel we stayed in Singapore. Big thanks to Francis the guest service officer. He is a best assistant and a tour guide. Really friendly and helpful when comes to direction wise. He made our stay great. We hope to see him again on our next trip to Singapore!,10,Sep-22,
V Hotel Bencoolen,"Had a good experience here, the hotel was so compfrtable and covenient from mang areas in singapore including bencoolen, dhoby ghaut and bugi areas. Overall, i have a pleasant experience staying in V hotel",10,Sep-22,
V Hotel Bencoolen,Beautiful stay with fantastic staffs working here. From check in to end of my stay was assisted by staff Jason. He is polite and helpful. Assist with laundry service and directing the restaurant nearby the hotel. Great service! Thanks Jason!,10,Sep-22,
